"id","browsing_date","browse_url","tags","favorite"
"596","2020-05-24 12:25:03","https://en.wikipedia.org/wiki/University_of_Strasbourg#/media/File:La_Gallia_%C3%A0_Strasbourg_(29033990614).jpg","La, Gallia, à, Strasbourg, -, University, of, Strasbourg, -, Wikipedia","0"
"597","2020-05-24 12:25:03","https://en.wikipedia.org/wiki/University_of_Strasbourg#/media/File:Unistra_tour_de_chimie_et_facult%C3%A9_de_droit_Strasbourg_ao%C3%BBt_2019.jpg","Unistra, tour, de, chimie, et, faculté, de, droit, Strasbourg, août, 2019, -, University, of, Strasbourg, -, Wikipedia","0"
"598","2020-05-16 19:16:44","https://en.wikipedia.org/wiki/Magnetic_field","Magnetic, field, -, Wikipedia","0"
"599","2020-04-07 00:55:56","https://en.wikipedia.org/wiki/Cat","Cat, -, Wikipedia","0"
"600","2020-04-02 06:13:36","https://en.wikipedia.org/wiki/Ethiopia","Ethiopia, -, Wikipedia","0"
"601","2020-04-03 12:41:39","https://en.wikipedia.org/wiki/Timeline_of_the_2019%E2%80%9320_coronavirus_pandemic","Timeline, of, the, coronavirus, pandemic, -, Wikipedia","0"
"602","2020-06-20 20:07:33","https://en.wikipedia.org/wiki/Solanales","Solanales, -, Wikipedia","0"
"603","2020-05-21 21:02:07","https://en.wikipedia.org/wiki/Parietal_lobe","Parietal, lobe, -, Wikipedia","0"
"604","2020-04-08 22:34:25","https://en.wikipedia.org/wiki/Ruthenium#Physical_properties","Ruthenium, -, Wikipedia","0"
"605","2020-05-01 22:44:55","https://en.wikipedia.org/wiki/Argon","Argon, -, Wikipedia","0"
"606","2020-04-08 22:35:35","http://en.wikipedia.org/w/index.php?title=Special:Search&search=proton","Proton, -, Wikipedia","0"
"607","2020-04-08 22:35:35","https://en.wikipedia.org/w/index.php?title=Special:Search&search=proton","Proton, -, Wikipedia","0"
"608","2020-06-19 21:32:23","https://en.wikipedia.org/wiki/Proton","Proton, -, Wikipedia","0"
"609","2020-06-19 21:38:14","https://en.wikipedia.org/wiki/Pion","Pion, -, Wikipedia","0"
"610","2020-04-05 22:23:43","http://en.wikipedia.org/w/index.php?title=Special:Search&search=tin","Tin, -, Wikipedia","0"
"611","2020-04-05 22:23:43","https://en.wikipedia.org/w/index.php?title=Special:Search&search=tin","Tin, -, Wikipedia","0"
"612","2020-04-05 22:24:22","https://en.wikipedia.org/wiki/Tin","Tin, -, Wikipedia","0"
"613","2020-04-02 06:59:01","https://en.wikipedia.org/wiki/Romania","Romania, -, Wikipedia","0"
"614","2020-04-02 07:18:15","https://en.wikipedia.org/wiki/Corruption_Perceptions_Index","Corruption, Perceptions, Index, -, Wikipedia","0"
"615","2020-04-02 06:00:39","https://en.wikipedia.org/wiki/Corruption_Perceptions_Index#/media/File:Countries_by_Corruption_Perceptions_Index_score_(2019).png","Corruption, Perceptions, Index, -, Wikipedia","0"
"616","2020-06-19 21:32:23","https://en.wikipedia.org/w/index.php?cirrusUserTesting=glent_m0&search=proton&title=Special%3ASearch&go=Go&wprov=acrw1_-1","Proton, -, Wikipedia","0"
"617","2020-04-10 20:13:11","https://en.wikipedia.org/wiki/Positronium","Positronium, -, Wikipedia","0"
"618","2020-04-09 15:31:06","https://en.wikipedia.org/wiki/Echinopsis_pachanoi","Echinopsis, pachanoi, -, Wikipedia","0"
"619","2020-04-11 04:17:47","http://en.wikipedia.org/w/index.php?title=Special:Search&search=garlic","Garlic, -, Wikipedia","0"
"620","2020-04-11 04:17:47","https://en.wikipedia.org/w/index.php?title=Special:Search&search=garlic","Garlic, -, Wikipedia","0"
"621","2020-04-11 04:17:47","https://en.wikipedia.org/wiki/Garlic","Garlic, -, Wikipedia","0"
"622","2020-04-11 01:09:42","https://en.wikipedia.org/wiki/Allicin","Allicin, -, Wikipedia","0"
"623","2020-04-11 04:20:26","https://en.wikipedia.org/wiki/Allium","Allium, -, Wikipedia","0"
"624","2020-04-11 04:18:39","https://en.wikipedia.org/wiki/Allioideae","Allioideae, -, Wikipedia","0"
"625","2020-05-21 21:01:55","https://en.wikipedia.org/w/index.php?cirrusUserTesting=control&search=parietal+lobe&title=Special%3ASearch&go=Go&wprov=acrw1_-1","Parietal, lobe, -, Wikipedia","0"
"626","2020-05-01 23:38:28","https://en.wikipedia.org/wiki/Positron","Positron, -, Wikipedia","0"
"627","2020-04-21 15:46:23","https://slack-redir.net/link?url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FThe_Canon_of_Medicine","The, Canon, of, Medicine, -, Wikipedia","0"
"628","2020-06-21 18:11:08","https://en.wikipedia.org/wiki/Fluorine","Fluorine, -, Wikipedia","0"
"629","2020-04-07 23:52:43","https://en.wikipedia.org/wiki/Hittites","Hittites, -, Wikipedia","0"
"630","2020-04-07 23:51:29","https://en.wikipedia.org/wiki/Hittites#/media/File:Yazilikaya_B_12erGruppe.jpg","Yazilikaya, B, 12erGruppe, -, Hittites, -, Wikipedia","0"
"631","2020-04-07 23:51:30","https://en.wikipedia.org/wiki/Hittites#/media/File:Hattusa,_capital_of_the_Hittite_Empire_38.jpg","capital, of, the, Hittite, Empire, 38, -, Hittites, -, Wikipedia","0"
"632","2020-04-07 23:51:31","https://en.wikipedia.org/wiki/Hittites#/media/File:Ankara_Muzeum_B19-45.jpg","Ankara, Muzeum, B19-45, -, Hittites, -, Wikipedia","0"
"633","2020-04-07 23:51:33","https://en.wikipedia.org/wiki/Hittites#/media/File:Ramses_IIs_seger_%C3%B6ver_Chetafolket_och_stormningen_av_Dapur,_Nordisk_familjebok.png","Ramses, IIs, seger, över, Chetafolket, och, stormningen, av, Nordisk, familjebok, -, Hittites, -, Wikipedia","0"
"634","2020-04-07 23:51:50","https://en.wikipedia.org/wiki/Hittites#/media/File:Eflatunpinar.jpg","Hittites, -, Wikipedia","0"
"635","2020-05-24 18:37:02","https://en.wikipedia.org/w/index.php?cirrusUserTesting=glent_m0&search=lyon&title=Special%3ASearch&go=Go&wprov=acrw1_-1","Lyon, -, Wikipedia","0"
"636","2020-05-24 18:49:19","https://en.wikipedia.org/wiki/Lyon","Lyon, -, Wikipedia","0"
"637","2020-03-31 21:43:43","https://en.wikipedia.org/wiki/Jainism","Jainism, -, Wikipedia","0"
"638","2020-03-31 23:20:19","https://en.wikipedia.org/wiki/Ali_Baba_and_the_Forty_Thieves","Ali, Baba, and, the, Forty, Thieves, -, Wikipedia","0"
"639","2020-03-31 23:20:19","https://en.wikipedia.org/wiki/Ali_baba","Ali, Baba, and, the, Forty, Thieves, -, Wikipedia","0"
"640","2020-03-31 21:16:58","https://en.wikipedia.org/wiki/Rehras","Rehras, -, Wikipedia","0"
"641","2020-03-31 21:43:34","http://en.wikipedia.org/w/index.php?title=Special:Search&search=janism","Jainism, -, Wikipedia","0"
"642","2020-03-31 21:43:34","https://en.wikipedia.org/w/index.php?title=Special:Search&search=janism","Jainism, -, Wikipedia","0"
"643","2020-03-31 21:43:34","https://en.wikipedia.org/wiki/Janism","Jainism, -, Wikipedia","0"
"644","2020-03-31 21:43:38","http://en.wikipedia.org/w/index.php?title=Special:Search&search=sikhism","Sikhism, -, Wikipedia","0"
"645","2020-03-31 21:43:38","https://en.wikipedia.org/w/index.php?title=Special:Search&search=sikhism","Sikhism, -, Wikipedia","0"
"646","2020-03-31 21:43:38","https://en.wikipedia.org/wiki/Sikhism","Sikhism, -, Wikipedia","0"
"647","2020-03-31 21:48:19","http://en.wikipedia.org/w/index.php?title=Special:Search&search=azan","Azan, -, Wikipedia","0"
"648","2020-03-31 21:48:19","https://en.wikipedia.org/w/index.php?title=Special:Search&search=azan","Azan, -, Wikipedia","0"
"649","2020-03-31 21:48:19","https://en.wikipedia.org/wiki/Azan","Azan, -, Wikipedia","0"
"650","2020-03-31 21:48:30","https://en.wikipedia.org/wiki/Adhan","Adhan, -, Wikipedia","0"
"651","2020-03-31 22:25:37","https://en.wikipedia.org/wiki/High_frame_rate#History_of_frame_rates_in_cinema","High, frame, rate, -, Wikipedia","0"
"652","2020-03-31 22:29:15","https://en.wikipedia.org/wiki/Paraty","Paraty, -, Wikipedia","0"
"653","2020-03-31 23:20:19","http://en.wikipedia.org/w/index.php?title=Special:Search&search=ali+baba","Ali, Baba, and, the, Forty, Thieves, -, Wikipedia","0"
"654","2020-03-31 23:20:19","https://en.wikipedia.org/w/index.php?title=Special:Search&search=ali+baba","Ali, Baba, and, the, Forty, Thieves, -, Wikipedia","0"
"655","2020-03-31 23:20:30","https://en.wikipedia.org/wiki/Les_Mille_et_Une_Nuits","Les, mille, et, une, nuits, -, Wikipedia","0"
"656","2020-03-31 23:24:17","http://en.wikipedia.org/w/index.php?title=Special:Search&search=pakeezah","Pakeezah, -, Wikipedia","0"
"657","2020-03-31 23:24:17","https://en.wikipedia.org/w/index.php?title=Special:Search&search=pakeezah","Pakeezah, -, Wikipedia","0"
"658","2020-03-31 23:24:17","https://en.wikipedia.org/wiki/Pakeezah","Pakeezah, -, Wikipedia","0"
"659","2020-03-31 23:41:06","http://en.wikipedia.org/w/index.php?title=Special:Search&search=mashhad","Mashhad, -, Wikipedia","0"
"660","2020-03-31 23:41:06","https://en.wikipedia.org/w/index.php?title=Special:Search&search=mashhad","Mashhad, -, Wikipedia","0"
"661","2020-03-31 23:41:37","https://en.wikipedia.org/wiki/Mashhad","Mashhad, -, Wikipedia","0"
"662","2020-03-31 23:41:10","https://en.wikipedia.org/wiki/Mashhad#/media/File:Screenshot_(16).png","Screenshot, -, Mashhad, -, Wikipedia","0"
"663","2020-03-31 23:41:13","https://en.wikipedia.org/wiki/Mashhad#/media/File:Mooze_Naderi.jpg","Mooze, Naderi, -, Mashhad, -, Wikipedia","0"
"664","2020-03-31 23:41:14","https://en.wikipedia.org/wiki/Mashhad#/media/File:Mashhad_at_night.jpg","Mashhad, at, night, -, Mashhad, -, Wikipedia","0"
"665","2020-03-31 23:41:21","https://en.wikipedia.org/wiki/Mashhad#/media/File:Hedayat_Little_Bazaar-_Near_Holy_shrine_of_Imam_Reza_-_Mashhad_01.JPG","Hedayat, Little, Bazaar-, Near, Holy, shrine, of, Imam, Reza, -, Mashhad, 01, -, Mashhad, -, Wikipedia","0"
"666","2020-03-31 23:41:24","https://en.wikipedia.org/wiki/Mashhad#/media/File:Ferdowsi_tomb4.jpg","Ferdowsi, tomb4, -, Mashhad, -, Wikipedia","0"
"667","2020-03-31 23:41:25","https://en.wikipedia.org/wiki/Mashhad#/media/File:ImamReza(A).jpg","-, Mashhad, -, Wikipedia","0"
"668","2020-03-31 23:41:26","https://en.wikipedia.org/wiki/Mashhad#/media/File:Mashhad_government_logo.svg","Mashhad, government, logo, -, Mashhad, -, Wikipedia","0"
"669","2020-03-31 23:41:27","https://en.wikipedia.org/wiki/Mashhad#/media/File:Iran_location_map.svg","Iran, location, map, -, Mashhad, -, Wikipedia","0"
"670","2020-03-31 23:41:28","https://en.wikipedia.org/wiki/Mashhad#/media/File:Terken-Khatun-Captive-Initi.gif","Terken-Khatun-Captive-Initi, -, Mashhad, -, Wikipedia","0"
"671","2020-03-31 23:41:30","https://en.wikipedia.org/wiki/Mashhad#/media/File:Persian(IRAN)_Empire_1747.jpg","Mashhad, -, Wikipedia","0"
"672","2020-03-31 23:41:29","https://en.wikipedia.org/wiki/Mashhad#/media/File:Mashhad_in_1858.jpg","Mashhad, in, 1858, -, Mashhad, -, Wikipedia","0"
"673","2020-03-31 23:41:39","https://en.wikipedia.org/wiki/Mashhad#History","Mashhad, -, Wikipedia","0"
"674","2020-04-01 00:44:00","https://en.wikipedia.org/w/index.php?cirrusUserTesting=control&search=ABUDHABI+&title=Special%3ASearch&go=Go&wprov=acrw1_-1","ABUDHABI, -, Search, results, -, Wikipedia","0"
"675","2020-04-01 00:44:00","https://en.wikipedia.org/w/index.php?cirrusUserTesting=control&search=ABUDHABI+&title=Special%3ASearch&go=Go&ns0=1","ABUDHABI, -, Search, results, -, Wikipedia","0"
"676","2020-04-01 00:44:02","https://en.wikipedia.org/w/index.php?cirrusUserTesting=control&search=ABUDHABI+&title=Special:Search&go=Go&ns0=1&searchToken=dkgvwksoqbc11hcbwnxiq5cz9","ABUDHABI, -, Search, results, -, Wikipedia","0"
"677","2020-04-01 00:44:02","https://en.wikipedia.org/wiki/Abu_Dhabi?wprov=srpw1_0","Abu, Dhabi, -, Wikipedia","0"
"678","2020-04-01 00:44:03","https://en.wikipedia.org/wiki/Abu_Dhabi","Abu, Dhabi, -, Wikipedia","0"
"679","2020-04-01 01:14:57","http://en.wikipedia.org/w/index.php?title=Special:Search&search=stucco","Stucco, -, Wikipedia","0"
"680","2020-04-01 01:14:57","https://en.wikipedia.org/w/index.php?title=Special:Search&search=stucco","Stucco, -, Wikipedia","0"
"681","2020-04-01 01:14:57","https://en.wikipedia.org/wiki/Stucco","Stucco, -, Wikipedia","0"
"682","2020-04-01 01:39:16","http://en.wikipedia.org/w/index.php?title=Special:Search&search=iowa","Iowa, -, Wikipedia","0"
"683","2020-04-01 01:39:16","https://en.wikipedia.org/w/index.php?title=Special:Search&search=iowa","Iowa, -, Wikipedia","0"
"684","2020-04-01 01:39:32","https://en.wikipedia.org/wiki/Iowa","Iowa, -, Wikipedia","0"
"685","2020-04-01 01:39:19","https://en.wikipedia.org/wiki/Iowa#/media/File:Iowa-StateSeal.svg","Iowa-StateSeal, -, Iowa, -, Wikipedia","0"
"686","2020-04-01 01:39:25","https://en.wikipedia.org/wiki/Iowa#/media/File:Flag_of_Iowa.svg","Iowa, -, Wikipedia","0"
"687","2020-04-01 01:39:39","https://en.wikipedia.org/wiki/Iowa#Etymology","Iowa, -, Wikipedia","0"
"688","2020-04-01 02:24:15","https://en.wikipedia.org/wiki/Iowa_people","Iowa, people, -, Wikipedia","0"
"689","2020-04-01 01:40:11","https://en.wikipedia.org/wiki/Iowa_people#/media/File:Iowalondonparis.jpg","Iowa, people, -, Wikipedia","0"
"690","2020-04-01 02:20:55","https://en.wikipedia.org/wiki/Earth_lodge","Earth, lodge, -, Wikipedia","0"
"691","2020-04-01 01:42:43","https://en.wikipedia.org/wiki/Earth_lodge#/media/File:Reconstructed_Mandan_earthlodge_interior.JPG","Reconstructed, Mandan, earthlodge, interior, -, Earth, lodge, -, Wikipedia","0"
"692","2020-04-01 01:42:53","https://en.wikipedia.org/wiki/Earth_lodge#/media/File:Glenwood_earthlodge.jpg","Glenwood, earthlodge, -, Earth, lodge, -, Wikipedia","0"
"693","2020-04-01 01:42:57","https://en.wikipedia.org/wiki/Earth_lodge#/media/File:Viewsouth.jpg","Viewsouth, -, Earth, lodge, -, Wikipedia","0"
"694","2020-04-01 01:42:58","https://en.wikipedia.org/wiki/Earth_lodge#/media/File:Macon_Ocmulgee_Earth_Lodge.jpg","Macon, Ocmulgee, Earth, Lodge, -, Earth, lodge, -, Wikipedia","0"
"695","2020-04-01 01:42:59","https://en.wikipedia.org/wiki/Earth_lodge#/media/File:Ocmulgee_earth_lodge.jpg","Ocmulgee, earth, lodge, -, Earth, lodge, -, Wikipedia","0"
"696","2020-04-01 01:43:00","https://en.wikipedia.org/wiki/Earth_lodge#/media/File:Motif_S.E.C.C._crossincircle_HRoe_2008.jpg","Earth, lodge, -, Wikipedia","0"
"697","2020-04-01 01:46:13","http://en.wikipedia.org/w/index.php?title=Special:Search&search=texas","Texas, -, Wikipedia","0"
"698","2020-04-01 01:46:13","https://en.wikipedia.org/w/index.php?title=Special:Search&search=texas","Texas, -, Wikipedia","0"
"699","2020-04-01 01:46:13","https://en.wikipedia.org/wiki/Texas","Texas, -, Wikipedia","0"
"700","2020-04-01 01:46:16","https://en.wikipedia.org/wiki/Texas#Etymology","Texas, -, Wikipedia","0"
"701","2020-04-01 01:46:32","https://en.wikipedia.org/w/index.php?cirrusUserTesting=glent_m0&search=oklahoma&title=Special%3ASearch&go=Go&wprov=acrw1_-1","Oklahoma, -, Wikipedia","0"
"702","2020-04-01 09:33:32","https://en.wikipedia.org/wiki/Oklahoma","Oklahoma, -, Wikipedia","0"
"703","2020-04-01 01:46:35","https://en.wikipedia.org/wiki/Oklahoma#/media/File:Flag_of_Oklahoma.svg","Flag, of, Oklahoma, -, Oklahoma, -, Wikipedia","0"
"704","2020-04-01 16:42:59","https://en.wikipedia.org/wiki/Oklahoma#/media/File:Seal_of_Oklahoma.svg","Oklahoma, -, Wikipedia","0"
"705","2020-04-01 01:46:42","https://en.wikipedia.org/wiki/Oklahoma#/media/File:Oklahoma_in_United_States.svg","Oklahoma, -, Wikipedia","0"
"706","2020-04-01 01:46:45","https://en.wikipedia.org/wiki/Oklahoma#Etymology","Oklahoma, -, Wikipedia","0"
"707","2020-04-01 01:47:17","https://en.wikipedia.org/wiki/Oklahoma#History","Oklahoma, -, Wikipedia","0"
"708","2020-04-01 01:47:19","https://en.wikipedia.org/wiki/History_of_Oklahoma","History, of, Oklahoma, -, Wikipedia","0"
"709","2020-04-01 02:33:32","https://en.wikipedia.org/wiki/History_of_Oklahoma#Before_AD_1500","History, of, Oklahoma, -, Wikipedia","0"
"710","2020-04-01 01:47:48","https://en.wikipedia.org/wiki/Paleo-Indian","Paleo-Indians, -, Wikipedia","0"
"711","2020-04-01 01:47:49","https://en.wikipedia.org/wiki/Paleo-Indians","Paleo-Indians, -, Wikipedia","0"
"712","2020-04-01 01:47:50","https://en.wikipedia.org/wiki/Paleo-Indians#/media/File:Glyptodon_old_drawing.jpg","Glyptodon, old, drawing, -, Paleo-Indians, -, Wikipedia","0"
"713","2020-04-01 09:38:49","https://en.wikipedia.org/wiki/Wichita_people","Wichita, people, -, Wikipedia","0"
