lat,lon,alt,is_broken,is_active,dot,state,city,street,country,last_checked,date
-73.90126,40.644558,0,False,True,working,NY,Brooklyn,1467 Rockaway Pky,USA,Checked 142 minutes ago,2020-04-08
-73.947756,40.808569,0,False,True,working,NY,New York,148 W 125th Street,USA,Checked 143 minutes ago,2020-04-09
-73.953039,40.81078,0,False,False,inactive,NY,New York,354 W 125th St,USA,Checked 143 minutes ago,2020-04-10
-74.001562,40.818687,0,False,True,working,NJ,Fairview,289 Bergen Blvd,USA,Checked 142 minutes ago,2020-04-11
-73.880943,40.764374,0,True,True,broken,NY,East Elmhurst,88-05 Astoria Blvd,USA,Checked 143 minutes ago,2020-04-12
-73.99826,40.604786,0,False,True,working,NY,Brooklyn,1983 86th St,USA,Checked 143 minutes ago,2020-04-13
-73.870372,40.751065,0,True,True,broken,NY,Corona,37-19 Junction Blvd,USA,Checked 143 minutes ago,2020-04-14
-73.94178,40.812233,0,False,True,working,NY,New York,444 Lenox Ave,USA,Checked 142 minutes ago,2020-04-15
-73.925667,40.80632,0,True,True,broken,NY,Bronx,85 Bruckner Blvd,USA,Checked 143 minutes ago,2020-04-16
-73.92897,40.615036,0,False,True,working,NY,Brooklyn,2240 Flatbush Ave,USA,Checked 143 minutes ago,2020-04-17
-73.989006,40.599335,0,False,True,working,NY,Brooklyn,2413 86th Street,USA,Checked 143 minutes ago,2020-04-18
-73.861717,40.679531,0,False,True,working,NY,Ozone Park,75-50 101st Ave-Queens,USA,Checked 142 minutes ago,2020-04-19
-73.863008,40.749525,0,False,False,inactive,NY,Corona,40-12 National St,USA,Checked 143 minutes ago,2020-04-20
-73.854439,40.711269,0,False,True,working,NY,Forest Hills,98-01 Metropolitan Ave,USA,Checked 143 minutes ago,2020-04-21
-73.94136,40.817932,0,True,True,broken,NY,New York,139th & Adam Clayton Powell,USA,Checked 143 minutes ago,2020-04-22
-74.158821,40.72956,0,False,True,working,NJ,Newark,148 Ferry St,USA,Checked 143 minutes ago,2020-04-23
-73.853741,40.693196,0,False,True,working,NY,Woodhaven,91-01 Jamaica Avenue,USA,Checked 143 minutes ago,2020-04-24
-74.115868,40.629318,0,False,True,working,NY,Staten Island,803 Forest Ave,USA,Checked 143 minutes ago,2020-04-25
-73.860352,40.670147,0,False,True,working,NY,Brooklyn,2797 Linden Blvd,USA,Checked 143 minutes ago,2020-04-26
-73.889877,40.633153,0,False,True,working,NY,Brooklyn,2028 Rockaway Pky,USA,Checked 143 minutes ago,2020-04-27
-73.961494,40.598076,0,False,True,working,NY,Brooklyn,2410 Coney Island Ave,USA,Checked 143 minutes ago,2020-04-28
-73.95063,40.826694,0,False,True,working,NY,New York,3543-49 Broadway,USA,Checked 143 minutes ago,2020-04-29
-74.164231,40.734896,0,False,True,working,NJ,Newark,7944 Penn Station,USA,Checked 143 minutes ago,2020-04-30
-73.8451,40.719994,0,False,True,working,NY,Forest Hills,106-15 71st Ave,USA,Checked 143 minutes ago,2020-05-01
-73.922245,40.81743,0,False,True,working,NY,Bronx,279 E 149th St,USA,Checked 143 minutes ago,2020-05-02
-73.927055,40.819809,0,True,True,broken,NY,Bronx,597-99 Grand Concourse,USA,Checked 143 minutes ago,2020-05-03
-73.917053,40.816261,0,False,True,working,NY,Bronx,2870 3rd Ave,USA,Checked 143 minutes ago,2020-05-04
-73.941605,40.597485,0,False,True,working,NY,Brooklyn,35-40 Nostrand Ave,USA,Checked 143 minutes ago,2020-05-05
-74.173218,40.726685,0,False,True,working,NJ,Newark,561-575 Mccarter Hwy,USA,Checked 143 minutes ago,2020-05-06
-73.92535,40.827963,0,False,True,working,NY,Bronx,51-67 161st St,USA,Checked 143 minutes ago,2020-05-07
-73.944335,40.835319,0,True,True,broken,NY,New York,3809 Broadway,USA,Checked 143 minutes ago,2020-05-08
-74.161499,40.771854,0,False,True,working,NJ,Newark,621-635 Broadway,USA,Checked 143 minutes ago,2020-05-09
-73.901987,40.819665,0,False,True,working,NY,New York,839 Westche Ster Avenue,USA,Checked 143 minutes ago,2020-05-10
-74.182365,40.725586,0,False,True,working,NJ,Newark,101-115 Clinton Ave,USA,Checked 143 minutes ago,2020-05-11
-73.908607,40.825195,0,False,True,working,NY,Bronx,3279 3rd Avenue,USA,Checked 143 minutes ago,2020-05-12
-73.892563,40.816971,0,False,True,working,NY,Bronx,875 Garrison Ave,USA,Checked 143 minutes ago,2020-05-13
-73.975105,40.579582,0,False,True,working,NY,Brooklyn,606 Neptune Ave,USA,Checked 143 minutes ago,2020-05-14
-73.981818,40.577218,0,True,True,broken,NY,Brooklyn,1403 Mermaid Avenue,USA,Checked 143 minutes ago,2020-05-15
-73.839958,40.657803,0,False,True,working,NY,Howard Beach,159-40 Cross Bay Blvd,USA,Checked 143 minutes ago,2020-05-16
-73.890866,40.820564,0,False,True,working,NY,Bronx,925 Hunts Point Blvd,USA,Checked 143 minutes ago,2020-05-17
-73.919899,40.835136,0,False,True,working,NY,Bronx,86 E 167th St,USA,Checked 143 minutes ago,2020-05-18
-73.938972,40.842594,0,False,True,working,NY,New York,4040 Broadway,USA,Checked 143 minutes ago,2020-05-19
-74.149345,40.625507,0,False,True,working,NY,Staten Island,1815 Forest Ave,USA,Checked 143 minutes ago,2020-05-20
-74.146324,40.803307,0,False,True,working,NJ,Belleville,663 Washington Ave,USA,Checked 143 minutes ago,2020-05-21
-74.187977,40.734898,0,False,True,working,NJ,Newark,188 Springfield Avenue,USA,Checked 143 minutes ago,2020-05-22
-73.823948,40.686474,0,False,True,working,NY,South Richmond Hill,119-05 Liberty Ave,USA,Checked 143 minutes ago,2020-05-23
-73.830133,40.759056,0,True,True,broken,NY,Flushing,40-18 Main Street,USA,Checked 143 minutes ago,2020-05-24
-73.834373,40.770061,0,False,True,working,NY,Flushing,3001 Stratton St,USA,Checked 143 minutes ago,2020-05-25
-74.1903,40.745361,0,False,True,working,NJ,Newark,334 W Market St,USA,Checked 143 minutes ago,2020-05-26
-73.915492,40.839544,0,False,True,working,NY,Bronx,101 E 170th St,USA,Checked 143 minutes ago,2020-05-27
-74.044548,40.854877,0,False,True,working,NJ,Little Ferry,319 Route 46 East,USA,Checked 143 minutes ago,2020-05-28
-73.814293,40.702316,0,False,True,working,NY,Jamaica,138-32 Jamiaca Ave,USA,Checked 143 minutes ago,2020-05-29
-74.191902,40.675579,0,False,True,working,NJ,Elizabeth,819-835 North Ave,USA,Checked 143 minutes ago,2020-05-30
-73.966698,40.85582,0,False,True,working,NJ,Fort Lee,2152 Lemoine Avenue,USA,Checked 143 minutes ago,2020-05-31
-73.936035,40.850094,0,False,True,working,NY,New York,4259 Broadway,USA,Checked 143 minutes ago,2020-06-01
-73.812401,40.727467,0,False,True,working,NY,Flushing,72-69 Kissena Blvd,USA,Checked 143 minutes ago,2020-06-02
-74.202286,40.690105,0,False,True,working,NJ,Newark,872-934 Frelinghuysen,USA,Checked 144 minutes ago,2020-06-03
-73.890648,40.835464,0,False,True,working,NY,Bronx,1600 Boston Rd,USA,Checked 144 minutes ago,2020-06-04
-73.878052,40.82851,0,False,True,working,NY,Bronx,1540 Westchester Ave,USA,Checked 145 minutes ago,2020-06-05
-74.182995,40.782503,0,False,True,working,NJ,Belleville,173 Franklin Street,USA,Checked 144 minutes ago,2020-06-06
-73.916202,40.850258,0,False,True,working,NY,Bronx,1745 University Ave,USA,Checked 144 minutes ago,2020-06-07
-74.102158,40.577595,0,True,True,broken,NY,Staten Island,2154 Hylan Blvd,USA,Checked 144 minutes ago,2020-06-08
-74.066742,40.861137,0,False,True,working,NJ,Hasbrouck Heights,329 Rte 17 South,USA,Checked 145 minutes ago,2020-06-09
-73.800079,40.703579,0,False,True,working,NY,Jamaica,159-01 Jamaica Avenue,USA,Checked 144 minutes ago,2020-06-10
-73.861679,40.826378,0,False,True,working,NY,Bronx,1865 Bruckner Blvd,USA,Checked 144 minutes ago,2020-06-11
-73.893456,40.846584,0,False,True,working,NY,Bronx,599 E Tremont Ave,USA,Checked 144 minutes ago,2020-06-12
-74.162811,40.607758,0,False,True,working,NY,Staten Island,1660 Richmond Ave,USA,Checked 145 minutes ago,2020-06-13
-73.907288,40.854321,0,False,True,working,NY,Bronx,2065 Jerome Ave,USA,Checked 144 minutes ago,2020-06-14
-73.876884,40.840401,0,False,True,working,NY,Bronx,1101 E Tremont Ave,USA,Checked 144 minutes ago,2020-06-15
-74.218002,40.728542,0,False,True,working,NJ,Irvington,783 Springfield Ave,USA,Checked 144 minutes ago,2020-06-16
-73.793312,40.686165,0,False,True,working,NY,Jamaica,114-01 Sutphin Blvd,USA,Checked 145 minutes ago,2020-06-17
-73.927202,40.86508,0,False,True,working,NY,Manhattan,208 Dyckman St,USA,Checked 144 minutes ago,2020-06-18
-73.858545,40.833219,0,False,True,working,NY,Bronx,1982 Westchester Avenue,USA,Checked 144 minutes ago,2020-06-19
-74.21701,40.755833,0,False,True,working,NJ,East Orange,375-379 Central,USA,Checked 144 minutes ago,2020-06-20
-74.214722,40.663181,0,False,True,working,NJ,Elizabeth,33 Broad St,USA,Checked 145 minutes ago,2020-06-21
-74.21151,40.654102,0,False,True,working,NJ,Elizabeth,420-34 Rte 1 N,USA,Checked 144 minutes ago,2020-06-22
-73.921301,40.867396,0,False,True,working,NY,New York,608 West 207th Street,USA,Checked 144 minutes ago,2020-06-23
-74.225128,40.738201,0,True,True,broken,NJ,Newark,915 18th Ave,USA,Checked 144 minutes ago,2020-06-24
-73.802307,40.780651,0,False,True,working,NY,Whitestone,160-11 Willets Point Blvd,USA,Checked 145 minutes ago,2020-06-25
-73.902859,40.86255,0,False,True,working,NY,Bronx,36 W Fordham Rd,USA,Checked 144 minutes ago,2020-06-26
-74.191978,40.808098,0,False,True,working,NJ,Bloomfield,425 Broad Street Ctr,USA,Checked 144 minutes ago,2020-06-27
-73.781204,40.713558,0,False,True,working,NY,Jamaica,181-25 Hillside Avenue,USA,Checked 144 minutes ago,2020-06-28
-74.052797,40.879608,0,False,True,working,NJ,Hackensack,193 Essex,USA,Checked 145 minutes ago,2020-06-29
-74.100798,40.867629,0,False,True,working,NJ,Garfield,180 Passaic St,USA,Checked 144 minutes ago,2020-06-30
-73.881203,40.856411,0,False,True,working,NY,Bronx,2505 Southern Blvd,USA,Checked 144 minutes ago,2020-07-01
-73.892471,40.861685,0,False,True,working,NY,Bronx,372 E Fordham Rd,USA,Checked 144 minutes ago,2020-07-02
-73.897368,40.866985,0,False,True,working,NY,Bronx,2630 Jerome Ave,USA,Checked 145 minutes ago,2020-07-03
-74.236176,40.69899,0,False,True,working,NJ,Hillside,Rt 22 & Long Ave,USA,Checked 144 minutes ago,2020-07-04
-74.224899,40.770435,0,False,True,working,NJ,Orange,145-147 Main St,USA,Checked 144 minutes ago,2020-07-05
-73.77726,40.680161,0,False,True,working,NY,Jamaica,166-01 Baisley Boulevard,USA,Checked 145 minutes ago,2020-07-06
-74.127991,40.863605,0,False,True,working,NJ,Passaic,15-31 Central Ave,USA,Checked 144 minutes ago,2020-07-07
-73.867477,40.855529,0,False,True,working,NY,Bronx,2170 White Plains Rd,USA,Checked 144 minutes ago,2020-07-08
-73.843681,40.840374,0,False,True,working,NY,New York,16 Westchester Square,USA,Checked 145 minutes ago,2020-07-09
-73.779793,40.757866,0,True,True,broken,NY,Bayside,203-11 Northern Blvd,USA,Checked 145 minutes ago,2020-07-10
-73.790371,40.643004,0,False,True,working,NY,Jamaica,Jfk Airport Terminal 1,USA,Checked 144 minutes ago,2020-07-11
-74.039131,40.888802,0,False,True,working,NJ,Hackensack,343 River St,USA,Checked 144 minutes ago,2020-07-12
-73.846611,40.844517,0,True,True,broken,NY,Bronx,1515 Williamsbridge Rd,USA,Checked 145 minutes ago,2020-07-13
-73.823677,40.827599,0,False,True,working,NY,Bronx,3660 E Tremont Ave,USA,Checked 145 minutes ago,2020-07-14
-74.121183,40.873789,0,False,True,working,NJ,Passaic,90 Dayton Avenue,USA,Checked 144 minutes ago,2020-07-15
-73.844551,40.849461,0,False,True,working,NY,Bronx,1826 Eastchester Rd,USA,Checked 145 minutes ago,2020-07-16
-73.781969,40.643259,0,False,True,working,NY,Jamaica,Jfk Terminal 4,USA,Checked 145 minutes ago,2020-07-17
-73.773834,40.660133,0,True,True,broken,NY,Jamaica,166-05 Rockaway Blvd,USA,Checked 145 minutes ago,2020-07-18
-73.976669,40.895351,0,False,False,inactive,NJ,Englewood,41/43 W Palisade Ave,USA,Checked 144 minutes ago,2020-07-19
-73.867035,40.864037,0,False,True,working,NY,Bronx,2516 White Plains Rd,USA,Checked 145 minutes ago,2020-07-20
-73.761147,40.720814,0,False,True,working,NY,Hollis,204-11 Hillside Ave,USA,Checked 145 minutes ago,2020-07-21
-73.878677,40.872894,0,False,True,working,NY,Bronx,300 E 204th St,USA,Checked 145 minutes ago,2020-07-22
-73.901711,40.884045,0,False,True,working,NY,Bronx,5765 Broadway,USA,Checked 145 minutes ago,2020-07-23
-73.816948,40.588921,0,False,True,working,NY,Rockaway Beach,91-18 Beach Channel Dr,USA,Checked 145 minutes ago,2020-07-24
-74.094254,40.890358,0,False,True,working,NJ,Saddle Brook,Rt 46 Saddle Brk Mall,USA,Checked 145 minutes ago,2020-07-25
-73.871674,40.879181,0,False,True,working,NY,Bronx,3509 Webster Avenue,USA,Checked 144 minutes ago,2020-07-26
-73.756142,40.66523,0,False,True,working,NY,Springfield Gardens,221-12 So Conduit Ave,USA,Checked 145 minutes ago,2020-07-27
-74.168177,40.559681,0,False,True,working,NY,Staten Island,3267 Richmond Ave,USA,Checked 145 minutes ago,2020-07-28
-73.852303,40.872612,0,False,True,working,NY,Bronx,1212 E Gun Hill Rd,USA,Checked 145 minutes ago,2020-07-29
-73.744415,40.729198,0,False,True,working,NY,Queens Village,88-14 Springfield Blvd,USA,Checked 144 minutes ago,2020-07-30
-73.743118,40.696632,0,False,True,working,NY,Cambria Heights,216-07 Linden Blvd,USA,Checked 145 minutes ago,2020-07-31
-74.034782,40.912445,0,False,True,working,NJ,River Edge,1118 Main St,USA,Checked 145 minutes ago,2020-08-01
-74.244339,40.624821,0,False,True,working,NJ,Linden,107 W Edgar Rd,USA,Checked 145 minutes ago,2020-08-02
-73.997433,40.916799,0,False,True,working,NJ,Bergenfield,326 S Washington Ave,USA,Checked 144 minutes ago,2020-08-03
-74.267235,40.660908,0,False,True,working,NJ,Roselle Park,100-108 Westfield Ave,USA,Checked 145 minutes ago,2020-08-04
-73.830562,40.868726,0,False,True,working,NY,Bronx,2010 Bartow Ave,USA,Checked 145 minutes ago,2020-08-05
-74.261337,40.641243,0,False,True,working,NJ,Roselle,251 Saint George Ave,USA,Checked 145 minutes ago,2020-08-06
-74.148262,40.891125,0,False,True,working,NJ,Paterson,265 Crooks Ave,USA,Checked 144 minutes ago,2020-08-07
-74.229553,40.590958,0,False,True,working,NJ,Carteret,835 Roosevelt Ave,USA,Checked 145 minutes ago,2020-08-08
-74.075512,40.916378,0,False,True,working,NJ,Paramus,1 Garden State Plaza,USA,Checked 145 minutes ago,2020-08-09
-73.737518,40.768887,0,False,True,working,NY,Little Neck,250-01 Northern Blvd,USA,Checked 145 minutes ago,2020-08-10
-73.857473,40.892779,0,False,False,inactive,NY,Bronx,4174 White Plains Rd,USA,Checked 144 minutes ago,2020-08-11
-73.728973,40.673912,0,False,True,working,NY,Rosedale,244-10 Merrick Blvd,USA,Checked 145 minutes ago,2020-08-12
-74.19487,40.872429,0,False,True,working,NJ,Little Falls,405 Us Hwy 46 East,USA,Checked 145 minutes ago,2020-08-13
-74.281754,40.770161,0,False,True,working,NJ,West Orange,573 Northfield Ave,USA,Checked 145 minutes ago,2020-08-14
-73.755112,40.605076,0,False,True,working,NY,Far Rockaway,2141 Mott Ave,USA,Checked 144 minutes ago,2020-08-15
-74.145996,40.905056,0,False,True,working,NJ,Paterson,835 Market St,USA,Checked 145 minutes ago,2020-08-16
-73.826889,40.885616,0,False,True,working,NY,Bronx,3550 Conner St,USA,Checked 145 minutes ago,2020-08-17
-74.295113,40.689709,0,False,True,working,NJ,Union,2404 Us 22,USA,Checked 145 minutes ago,2020-08-18
